x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y	Set	Test
0.89316556	0.9692641	0.83164189	0.51005919	0.74324149	0.73683989	0.02430703	0.25829641	0.33882494	0.2828626	16.9997181	Train	1
0.86988524	0.16446931	0.2231204	0.74614966	0.00389353	0.79359486	0.49062952	0.64694376	0.17642636	0.94683203	11.8052797	Train	0
0.39462895	0.32250986	0.21416892	0.74954979	0.70067935	0.37941251	0.77374679	0.46624864	0.71142682	0.90600867	14.1707421	Train	0
0.63905701	0.11353911	0.9390038	0.5082124	0.67935895	0.61046973	0.22083688	0.91691646	0.90993772	0.56469135	13.6130689	Train	0
0.39078539	0.17895415	0.41566217	0.27417386	0.80493451	0.9613624	0.35177824	0.35722412	0.40494503	0.28293996	8.7409396	Train	1
0.12768587	0.53912005	0.3850658	0.49560134	0.7868342	0.52221206	0.75292263	0.17064212	0.17410552	0.77932024	7.32588377	Train	0
0.77248037	0.79012192	0.47204071	0.5448513	0.77361367	0.54815131	0.40342241	0.31440174	0.82734688	0.56143543	14.5865904	Train	0
0.39472827	0.62788296	0.55397181	0.28456602	0.13711721	0.88332324	0.8500783	0.23047607	0.87504404	0.07992863	7.98972185	Train	0
0.52846248	0.88669757	0.76551497	0.77909431	0.92254409	0.38733245	0.2536963	0.15753588	0.16408963	0.42185629	18.252866	Train	0
0.3965446	0.76069003	0.3327704	0.96765853	0.96959455	0.32953624	0.69504481	0.04328644	0.38768098	0.34580871	17.6549291	Train	0
0.64651141	0.54395554	0.7036159	0.28978489	0.75036746	0.09047312	0.82520305	0.8219467	0.26329218	0.41640624	11.1851815	Train	0
0.6685944	0.20557307	0.8026224	0.43796168	0.73039631	0.62283903	0.10029194	0.94780866	0.24776236	0.20086809	8.5921437	Train	0
0.29446984	0.61022534	0.94865255	0.87831574	0.09356993	0.10909321	0.59544275	0.80479852	0.87844205	0.2170637	15.6547155	Train	0
0.67014649	0.54210242	0.94269685	0.64424274	0.89600153	0.06393507	0.86445216	0.41169218	0.10647517	0.10172762	17.5623352	Train	0
0.49634597	0.43387023	0.81476921	0.76499428	0.78294578	0.38111448	0.20656458	0.71027189	0.55957303	0.17760343	17.5428514	Train	2
0.98236784	0.99371852	0.46658577	0.07249196	0.12680645	0.29833096	0.15107215	0.29216392	0.29466282	0.06836664	9.52068549	Train	0
0.45221844	0.80836606	0.65460207	0.9178008	0.67708733	0.72054158	0.7377491	0.8781395	0.29466721	0.51519964	18.1723731	Train	0
0.08483794	0.01404691	0.46161257	0.54929431	0.90439979	0.87309954	0.69857881	0.51743263	0.02038039	0.97412961	8.95361489	Train	1
0.57859792	0.94654919	0.01624398	0.2001858	0.75303107	0.23456014	0.56187611	0.29043128	0.54461977	0.10640141	16.2591262	Train	1
0.57641394	0.33880383	0.44573025	0.27427427	0.72630717	0.79083717	0.80271658	0.4151453	0.10075654	0.26097654	7.46438232	Train	0
0.98361968	0.16762186	0.47514746	0.92691336	0.72347315	0.0544164	0.64248841	0.1031435	0.63220169	0.27135311	14.953097	Train	1
0.51046632	0.82547403	0.37845532	0.90224734	0.88717191	0.75686623	0.23367627	0.62808626	0.16040915	0.41129127	15.8223319	Train	0
0.8204352	0.4589176	0.81179413	0.77710404	0.27171405	0.15633097	0.6244822	0.56850383	0.1800457	0.1496623	14.9982652	Train	2
0.80002695	0.76916564	0.9901506	0.21391966	0.63412624	0.99158186	0.06180276	0.48767528	0.68829105	0.38749127	15.5257925	Train	1
0.79231291	0.55904729	0.86608003	0.23430793	3.79984e-5	0.38658582	0.69598943	0.53418665	0.80538847	0.17368218	9.14586922	Train	0
0.16884952	0.65208025	0.56060041	0.53402764	0.11482497	0.63002222	0.30036728	0.96689631	0.42963632	0.56183473	8.01330418	Train	0
0.38369053	0.12958138	0.88327928	0.04672292	0.22868129	0.52506469	0.15561505	0.37758117	0.7507694	0.9741652	4.92786494	Train	0
0.1195632	0.20142443	0.91349742	0.63617638	0.19202059	0.28556361	0.0740444	0.85743445	0.56405728	0.76534309	12.5267296	Train	0
0.68774786	0.32856521	0.29562782	0.01058937	0.17916065	0.87518293	0.2903256	0.01885543	0.92076737	0.32395601	4.70325806	Train	0
0.05654447	0.38878204	0.53073658	0.62043172	0.72641222	0.85448111	0.13291377	0.70731592	0.48832846	0.35670951	10.8167869	Train	0
0.59705331	0.19214692	0.03542917	0.62675132	0.35799151	0.35938093	0.71857006	0.10683627	0.05279424	0.74917657	11.9074017	Train	0
0.13945472	0.64780461	0.8081606	0.5144722	0.95836077	0.85411548	0.40871311	0.61371483	0.47293517	0.92296021	14.5397782	Train	1
0.75055361	0.53887821	0.04213738	0.51802308	0.8500549	0.29471747	0.67608803	0.82670155	0.59117495	0.16750903	19.2696467	Train	0
0.74110694	0.11917369	0.02940973	0.82623058	0.77124815	0.95456165	0.99384522	0.16171709	0.3510007	0.93405078	17.5574284	Train	0
0.49754794	0.34735082	0.59280315	0.42952413	0.52152911	0.74572461	0.11944011	0.39531231	0.27993753	0.0800585	7.64778071	Train	1
0.90418158	0.46066865	0.0089203	0.40855612	0.07858621	0.87725741	0.98020183	0.78503432	0.79165633	0.96489787	13.7042564	Train	0
0.71406486	0.38798674	0.02623531	0.19563353	0.6358254	0.65208339	0.36194345	0.48201523	0.38031464	0.15837446	11.1288692	Train	0
0.31291343	0.09300403	0.0405221	0.8669345	0.91650468	0.17497247	0.46396073	0.13005053	0.04147403	0.57827355	15.9923796	Train	0
0.43919554	0.30340659	0.3914849	0.63071856	0.96796795	0.00729421	0.41587023	0.19489632	0.77507228	0.80740363	9.76557161	Train	0
0.68676266	0.14881471	0.97622823	0.64652059	0.02836962	0.45008165	0.89485709	0.09001968	0.70734672	0.80797765	14.2755312	Train	0
0.78553024	0.79126981	0.69521621	0.74805861	0.72366067	0.44829049	0.22760437	0.45525393	0.63749623	0.97001894	19.1186755	Train	0
0.90563193	0.8959411	0.67664483	0.36179127	0.51097821	0.07934907	0.49609922	0.23355606	0.21077984	0.14684138	12.8509053	Train	1
0.93276927	0.29270487	0.65654558	0.54409087	0.4497456	0.59003719	0.24014359	0.2892832	0.18644281	0.99388283	9.9470934	Train	0
0.34781729	0.81485189	0.21864126	0.70531537	0.27158462	0.48424941	0.96897119	0.60693023	0.28643264	0.62483266	12.4542707	Train	0
0.82408554	0.55711989	0.9168823	0.83359019	0.5895564	0.45415319	0.71765287	0.02744288	0.43644138	0.63368859	21.4836786	Train	0
0.13301	0.25340323	0.21489928	0.60363549	0.02301239	0.45387648	0.38155965	0.11632353	0.19349083	0.11365872	8.40383248	Train	0
0.07925171	0.15968047	0.99660169	0.46591506	0.68626251	0.46024431	0.92122928	0.8565296	0.28008145	0.58762287	15.9522094	Train	2
0.72781779	0.87039561	0.32826924	0.76093928	0.88362204	0.28922893	0.6484082	0.18190766	0.19112415	0.51985649	21.1204723	Train	0
0.45148068	0.95373346	0.66872354	0.10001968	0.56192017	0.79701618	0.67017389	0.78382987	0.84299664	0.16872633	12.3873815	Train	1
0.39036414	0.04287944	0.35377106	0.45610688	0.83979414	0.30501455	0.57801715	0.48051924	0.29981802	0.80915805	10.2646762	Train	0
0.97305798	0.46471949	0.67489864	0.57499083	0.22154136	0.2852263	0.34078976	0.3441645	0.21982876	0.66894545	10.7305926	Train	0
0.25989782	0.7941691	0.77698429	0.7670979	0.89661008	0.80607365	0.15783963	0.20252463	0.75722698	0.92584469	15.4461339	Train	0
0.47570206	0.41882152	0.64420695	0.41731906	0.76627315	0.56305885	0.90870851	0.24620395	0.70466269	0.75137121	11.7960989	Train	0
0.7779612	0.34130263	0.71301262	0.2574361	0.03097808	0.31979466	0.2927717	0.49408962	0.65484594	0.11290066	4.95746235	Train	2
0.70450636	0.27982867	0.25221006	0.64956954	0.18260597	0.32855744	0.81813622	0.29796836	0.34063516	0.8330652	12.1437888	Train	1
0.14666923	0.68286482	0.65505697	0.36715087	0.32276475	0.90149453	0.31310382	0.85555923	0.85140588	0.02914879	4.62531013	Train	0
0.67231045	0.26793025	0.89672324	0.58199545	0.92097615	0.94077815	0.42871951	0.49005411	0.47023853	0.59194011	17.1157849	Train	0
0.27502266	0.81231063	0.23039739	0.8293239	0.64964894	0.83364575	0.76532459	0.26652093	0.46225264	0.11411247	15.6819793	Train	1
0.00982383	0.02255927	0.48729618	0.36520835	0.02813935	0.25514431	0.25621941	0.94113579	0.88032362	0.91049369	5.59395281	Train	0
0.89585834	0.56520817	0.32077709	0.44843162	0.35266129	0.38702999	0.40887282	0.00894626	0.20381869	0.26209925	12.8284652	Train	0
0.67390771	0.03647615	0.90746859	0.43644032	0.02444103	0.89182148	0.42199249	0.73746917	0.18107954	0.36215445	7.66098037	Train	0
0.74803174	0.01684397	0.94337053	0.04762841	0.6205481	0.63254398	0.64722059	0.98381226	0.71750102	0.6757482	8.17598782	Train	0
0.16192081	0.64964682	0.68493215	0.08095624	0.08420486	0.06339708	0.73087226	0.59109418	0.27814267	0.23029645	3.81599941	Train	1
0.11331195	0.94267338	0.26474298	0.9078944	0.87933467	0.16955035	0.02795084	0.87906535	0.85834453	0.81387583	16.0876624	Train	0
0.19153504	0.43452458	0.65487631	0.99135259	0.78392615	0.60067086	0.91198563	0.55588448	0.32934423	0.89764757	16.0918601	Train	0
0.21435187	0.57136643	0.72156972	0.41013956	0.31857756	0.15811567	0.48408096	0.33794563	0.32537933	0.26839735	8.677695	Train	0
0.0933719	0.17948178	0.11846894	0.27711342	0.65426185	0.8951135	0.9595689	0.55706577	0.43007803	0.71272387	8.68998469	Train	0
0.71977226	0.98145948	0.7745773	0.55547778	0.062958	0.57258965	0.90676363	0.8242358	0.71112479	0.44852311	16.515877	Train	0
0.27694081	0.75130984	0.12183792	0.81975753	0.13021338	0.7932064	0.00612777	0.47529666	0.33271546	0.36147354	13.1555618	Train	1
0.31716112	0.06262923	0.74542517	0.16056845	0.70320462	0.05920117	0.27285583	0.02294411	0.47414023	0.67261421	5.83928811	Train	1
0.46400507	0.55995009	0.88161677	0.62219071	0.44100953	0.07348885	0.61198219	0.48236697	0.77185116	0.8663693	13.2649617	Train	0
0.01421927	0.77881999	0.97109521	0.4518301	0.57599932	0.6526804	0.27676078	0.67541858	0.99070164	0.88920064	11.3898825	Train	1
0.67221946	0.29363857	0.13252871	0.72315825	0.13681174	0.79523444	0.54539699	0.58444121	0.90275964	0.95482033	13.7714273	Train	0
0.64237276	0.60455095	0.16331593	0.64546861	0.75586317	0.09812437	0.3034822	0.66312314	0.78660546	0.2139217	16.3038804	Train	0
0.97982301	0.75455765	0.85946283	0.25799119	0.84566607	0.35718897	0.85569579	0.72763549	0.097357	0.46780564	14.5015582	Train	0
0.90779694	0.43557515	0.99478095	0.95504313	0.58437916	0.57619487	0.95032897	0.11352405	0.6603158	0.65099472	20.0664025	Train	0
0.29528767	0.55728826	0.59730772	0.01725709	0.25816572	0.45541175	0.29900744	0.50131819	0.74471468	0.96386472	4.34029254	Train	0
0.13979845	0.00200558	0.48512546	0.885623	0.71453697	0.75219234	0.50718715	0.28082889	0.33683234	0.0659055	12.8549114	Train	2
0.26500189	0.06893293	0.03456664	0.16284219	0.83546416	0.55731813	0.17590563	0.09749563	0.21728437	0.0240417	8.12617284	Train	0
0.9890821	0.86351191	0.29774188	0.09706871	0.02624145	0.06299594	0.92670122	0.63765372	0.35357604	0.14217741	8.1307999	Train	0
0.34474063	0.77222218	0.62845082	0.11918715	0.28914463	0.73230023	0.62385081	0.41763925	0.05303549	0.50126537	7.19063112	Train	0
0.9737779	0.31550295	0.27183256	0.4085934	0.92734455	0.01257059	0.38544244	0.72400451	0.22262183	0.47556218	12.4475686	Train	0
0.26633032	0.08110031	0.6447845	0.89952082	0.65516726	0.62434455	0.06007084	0.85784149	0.3839755	0.24647946	14.1930965	Train	0
0.94812878	0.91632657	0.4024253	0.13819573	0.32826496	0.10426951	0.82921468	0.39031925	0.95206843	0.95199428	10.3046043	Train	1
0.98592319	0.25801244	0.42686882	0.05441992	0.18958216	0.63232621	0.46817157	0.20755365	0.00674854	0.36802589	3.23517664	Train	0
0.45666301	0.27938167	0.56619606	0.38736398	0.29900934	0.37017842	0.95133317	0.28065821	0.04719511	0.46416448	9.17061443	Train	0
0.68544505	0.03090451	0.53518164	0.09065939	0.01634721	0.06213843	0.62449116	0.13724504	0.89719402	0.47406445	0.22597524	Train	0
0.42841722	0.60627275	0.41089044	0.60724702	0.28953404	0.25336589	0.26552606	0.84254174	0.17209843	0.61534892	9.70700751	Train	1
0.72987158	0.74532891	0.31915229	0.60379569	0.58243163	0.58751555	0.60143987	0.89581929	0.92763939	0.85583387	16.7275609	Train	2
0.55851835	0.26131553	0.21162587	0.17184619	0.29098318	0.25205123	0.16623114	0.35075249	0.04721656	0.4976875	7.19507249	Train	1
0.92698435	0.10552662	0.91083202	0.19711119	0.09738997	0.64607977	0.09552404	0.66016996	0.15418875	0.17880275	7.00294057	Train	0
0.3566885	0.00594567	0.05703095	0.37435609	0.72295481	0.49028374	0.96537259	0.92821855	0.25571176	0.03101218	10.7017928	Train	1
0.43298348	0.4547005	0.85211362	0.22346152	0.75070792	0.82005851	0.23870148	0.72131865	0.68285812	0.50734305	10.0088398	Train	2
0.81921772	0.29908558	0.6033175	0.51276575	0.41618439	0.40730159	0.94457816	0.64770627	0.04534947	0.04125398	10.0103205	Train	0
0.56073562	0.08512121	0.31780401	0.30823775	0.01289097	0.0340236	0.22306773	0.39298381	0.91635849	0.12105529	5.24775711	Train	0
0.90724019	0.92366942	0.10742213	0.84286127	0.06029069	0.78153002	0.24975906	0.63276802	0.47566499	0.25216366	19.5154894	Train	1
0.50977301	0.19392022	0.65795431	0.01237683	0.53763078	0.59546846	0.97139647	0.36448209	0.34287994	0.85464281	6.11867137	Train	0
0.68228563	0.7417186	0.43892019	0.45853574	0.97113125	0.17980458	0.12385218	0.45384759	0.17570014	0.27873917	13.9195425	Train	1
0.67823636	0.54087847	0.69699908	0.13308583	0.1420094	0.87942851	0.65182464	0.73440107	0.63311423	0.48763413	4.94419019	Train	0
0.6621323	0.75894718	0.24874806	0.39917933	0.15016238	0.81704795	0.71841159	0.60745876	0.964707	0.20019812	11.0842172	Train	0
0.39309182	0.9438688	0.66012093	0.94715958	0.48065968	0.00093678	0.99329505	0.69947757	0.4006991	0.89892793	14.7734671	Train	0
0.78216348	0.67840197	0.33516513	0.77973297	0.62500314	0.40759261	0.95579515	0.86716019	0.24830751	0.20832558	16.4794849	Train	2
0.77559758	0.03560077	0.41248603	0.16293837	0.68758412	0.25321343	0.91804011	0.04914606	0.77745835	0.79145567	4.37924459	Train	0
0.89709902	0.57314352	0.78134417	0.50502839	0.13329778	0.11595257	0.85534467	0.54534871	0.78405536	0.828809	12.5259874	Train	0
0.58977675	0.0507044	0.11896107	0.68134871	0.59593225	0.01067256	0.78994503	0.04301562	0.92016294	0.30426642	14.5280154	Train	0
0.70255937	0.64439943	0.87423112	0.93712718	0.3949968	0.87388951	0.37068608	0.86264038	0.94570597	0.94488774	18.2919231	Train	0
0.09341065	0.94783942	0.49012907	0.3610899	0.16431926	0.27936416	0.27862299	0.39187451	0.54233939	0.80114299	5.99351748	Train	0
0.31349833	0.63614658	0.48904237	0.52918575	0.7992807	0.58208934	0.692099	0.98035559	0.76113133	0.06835331	11.8163512	Train	0
0.18834201	0.28752435	0.26722866	0.31091517	0.03111023	0.40427377	0.07687603	0.22526795	0.90768283	0.03909165	5.4822532	Train	0
0.75536926	0.63496765	0.37635263	0.87436129	0.34740906	0.350441	0.04314223	0.25264473	0.78748771	0.92715377	13.8277152	Train	0
0.11529888	0.89486252	0.06243267	0.4495769	0.90062536	0.49206141	0.40459999	0.40427188	0.26250786	0.62696333	11.6449476	Train	1
0.70764423	0.705627	0.38244512	0.76578778	0.888391	0.11236424	0.07121714	0.67371055	0.69420852	0.42165225	19.8324942	Train	0
0.82604819	0.50599053	0.146595	0.04470436	0.26870696	0.92265255	0.89035649	0.95717526	0.39827114	0.02955277	10.8808489	Train	0
0.96456062	0.76050966	0.33577063	0.34173272	0.9910069	0.89774696	0.12823126	0.51014199	0.28420982	0.49068915	17.5830478	Train	0
0.55802152	0.96040981	0.9040485	0.37489491	0.48862937	0.17283251	0.45187467	0.15254131	0.60995819	0.02398633	15.7084424	Train	0
0.75286306	0.20387526	0.11558799	0.48151907	0.86793073	0.40068458	0.39318693	0.15686376	0.13136197	0.50798254	13.9873428	Train	0
0.99871266	0.99855625	0.21842766	0.30760097	0.98068916	0.04319592	0.22087521	0.86862359	0.86848093	0.63509051	18.9765981	Train	0
0.94743908	0.88582839	0.50144256	0.45297065	0.45064898	0.75645846	0.85616916	0.17270573	0.05029603	0.83102897	13.4122466	Train	0
0.98472195	0.67400967	0.0410049	0.33250344	0.30929227	0.99358585	0.37447214	0.1427323	0.23218196	0.2276009	14.6297773	Train	0
0.176873	0.81811234	0.69742823	0.00636505	0.75881905	0.09464853	0.1026192	0.85829047	0.89946317	0.32894779	6.06175003	Train	0
0.79247947	0.89457224	0.10537632	0.93606994	0.76015226	0.1264821	0.25882281	0.76358374	0.4304053	0.7958225	21.412157	Train	0
0.45400726	0.3741016	0.12166179	0.90752494	0.15341318	0.09541615	0.51049365	0.18833325	0.85196453	0.70730964	14.5169212	Train	0
0.95517253	0.65592919	0.41979303	0.76448457	0.93385146	0.82956021	0.72171181	0.83372348	0.59782234	0.99266229	18.7597641	Train	2
0.32478896	0.95884574	0.4551364	0.46601906	0.9008519	0.34656948	0.56733633	0.4637126	0.30811064	0.61448422	13.6637737	Train	0
0.58437383	0.18668724	0.15724339	0.26661608	0.04217495	0.58247002	0.95879767	0.3983494	0.71487524	0.91193106	7.27762902	Train	0
0.78161865	0.9186219	0.68314641	0.84298942	0.9561258	0.22137555	0.4495216	0.31637765	0.55722147	0.47818134	22.3059478	Train	0
0.38517577	0.33520751	0.43708252	0.783528	0.20943971	0.98015154	0.13709881	0.83762306	0.66261129	0.7872777	9.01586764	Train	0
0.71133425	0.73327585	0.49697387	0.05399671	0.87942473	0.33371529	0.05842903	0.55416173	0.0253729	0.81455538	10.0695867	Train	0
0.42900051	0.9320279	0.5065564	0.16563959	0.68976202	0.30600278	0.01068374	0.8812099	0.79359235	0.04045106	9.17901111	Train	0
0.46369009	0.4548314	0.1359878	0.11302469	0.69200527	0.40876062	0.64454554	0.76911781	0.7109338	0.41400436	10.2725551	Train	0
0.29126429	0.35835194	0.64804563	0.97773684	0.30744939	0.08761852	0.59830384	0.51307533	0.88197466	0.89052642	12.1452231	Train	0
0.87489336	0.53102604	0.24702329	0.59782314	0.84430174	0.20706217	0.74287558	0.94279766	0.95211956	0.65019925	17.7033028	Train	0
0.67713589	0.07264331	0.53103968	0.94939313	0.95496928	0.03616854	0.78897659	0.34210314	0.15258068	0.05767407	13.7807919	Train	0
0.48067652	0.33179695	0.3789503	0.28257169	0.80134435	0.56689092	0.8705786	0.80145311	0.35283482	0.64587665	7.51951216	Train	1
0.53560133	0.17271262	0.35564286	0.59125041	0.36278986	0.5243185	0.14316626	0.02238198	0.97980451	0.32452524	11.3315844	Train	0
0.43171841	0.66020131	0.89515045	0.22939977	0.19298579	0.6414739	0.04881697	0.86716317	0.87203931	0.37692484	11.467296	Train	0
0.77153362	0.94323	0.95522637	0.57710369	0.60196594	0.22050404	0.41530877	0.79600071	0.31003818	0.6262068	18.4165993	Train	0
0.49325008	0.8153293	0.77393269	0.32503265	0.56414968	0.65230667	0.87626251	0.43588629	0.51234916	0.42226235	10.8086542	Train	0
0.19440812	0.71945705	0.31576549	0.24423099	0.08761689	0.78347383	0.14410919	0.69864544	0.10512355	0.32039612	5.6092912	Train	0
0.43049571	0.24070549	0.97170582	0.82111322	0.14363174	0.09668657	0.03568061	0.67610872	0.81283809	0.50841907	14.3370334	Train	0
0.7509476	0.82506557	0.00014105	0.46639436	0.34219702	0.6320365	0.97706308	0.71239689	0.01668044	0.7599282	17.8756839	Train	2
0.11782573	0.80334811	0.62319025	0.54149981	0.03710181	0.78563553	0.09204347	0.14378522	0.58985299	0.31658446	5.25891091	Train	1
0.79547424	0.30251654	0.63927403	0.53175446	0.08682116	0.06208197	0.73930175	0.05452336	0.64424927	0.56143376	7.75343222	Train	2
0.93734814	0.87131098	0.17901813	0.45644024	0.27283938	0.02819743	0.44016062	0.92060887	0.66330295	0.99162764	14.4533987	Train	2
0.97593142	0.56053799	0.33904308	0.71415663	0.36781544	0.37196529	0.30339771	0.46135459	0.49434231	0.87318136	16.7595006	Train	0
0.8789254	0.15481511	0.2607911	0.585842	0.92887889	0.01515304	0.67275498	0.32869514	0.41399122	0.7786567	13.5814631	Train	0
0.869778	0.29695651	0.10404772	0.20793678	0.14299507	0.23718957	0.34793072	0.27194906	0.29429571	0.42952093	9.70186908	Train	0
0.13490801	0.3978059	0.01487128	0.42715928	0.86224057	0.97121628	0.09431012	0.22603632	0.01181325	0.5574528	13.2512316	Train	0
0.26373258	0.90671221	0.22840072	0.87178737	0.18521949	0.24564956	0.07138028	0.91092765	0.31246698	0.52619298	11.8705076	Train	0
0.80624027	0.32714373	0.12310494	0.39352881	0.5308198	0.96319706	0.98406504	0.87192259	0.90648838	0.86503083	12.5572456	Train	0
0.14929201	0.58464708	0.30566861	0.92063145	0.42581115	0.10798634	0.96440637	0.27173256	0.39486161	0.71322668	13.5299855	Train	0
0.56837004	0.73538621	0.1907905	0.40377809	0.51515097	0.84794826	0.62792228	0.87950632	0.9774486	0.56745374	11.147201	Train	0
0.25531663	0.69734394	0.88784873	0.61523377	0.82798302	0.70596038	0.19164145	0.17929058	0.37885165	0.33450992	16.0747589	Train	0
0.98554588	0.00980089	0.59216052	0.19471892	0.22765343	0.39273115	0.95075579	0.31722583	0.99652373	0.4115628	4.20351314	Train	0
0.7608554	0.41960894	0.35347739	0.6008118	0.15271923	0.77621397	0.76934969	0.43843848	0.88887755	0.24788713	9.0742123	Train	0
0.33268641	0.73373709	0.50012426	0.92122425	0.50367423	0.40142779	0.5863452	0.55324407	0.17373952	0.73312512	14.6555678	Train	0
0.40781845	0.44760874	0.03389679	0.5045709	0.19082941	0.63928281	0.01645082	0.43111341	0.34920246	0.48242189	10.6268049	Train	2
0.60722457	0.86695104	0.21200967	0.28775145	0.57953868	0.64252901	0.11066411	0.81034207	0.57671046	0.79516905	11.1126737	Train	2
0.68937646	0.00612862	0.06904923	0.35423933	0.1719551	0.07764224	0.41033879	0.93876244	0.27920888	0.23895954	8.09577063	Train	1
0.79864097	0.7735746	0.57342471	0.59813986	0.97935165	0.58614119	0.2406608	0.93682049	0.29170656	0.22046041	17.7824033	Train	0
0.95763936	0.59941678	0.03816245	0.68405752	0.36656664	0.59844704	0.01684907	0.2271456	0.30162787	0.46874126	18.8973342	Train	0
0.45110507	0.01155163	0.94498004	0.65046269	0.34601537	0.08086489	0.91729067	0.79833419	0.40313712	0.30864737	12.0887903	Train	0
0.95378582	0.04568083	0.63373985	0.79590186	0.48589823	0.10578358	0.00195593	0.34917818	0.00391233	0.34642463	13.454971	Train	0
0.43708204	0.4724503	0.80916992	0.19830123	0.36876532	0.03576503	0.24572229	0.93932975	0.52813678	0.91957057	6.82224408	Train	0
0.57858504	0.89721877	0.2745797	0.93727716	0.15765546	0.70348088	0.95020701	0.14663659	0.24976471	0.82208892	14.5906729	Train	1
0.14104005	0.24107604	0.08705632	0.87607581	0.03538994	0.57630773	0.52070233	0.24038322	0.85512105	0.23349626	12.077839	Train	0
0.94861398	0.10448682	0.16156708	0.45686318	0.822718	0.5994737	0.032202	0.08235492	0.4799229	0.22532355	15.3885956	Train	1
0.65957651	0.27844694	0.16841346	0.69262787	0.38924055	0.35934839	0.63366137	0.79558807	0.6009727	0.25874577	14.2089197	Train	0
0.58307868	0.97680378	0.42843673	0.43346345	0.07052347	0.09499214	0.5357881	0.16575784	0.26062044	0.55711334	11.749664	Train	2
0.6485276	0.92586616	0.16598672	0.99725687	0.65864679	0.74543281	0.65356023	0.56846726	0.94474241	0.07199956	21.7145964	Train	0
0.349869	0.47429227	0.1644962	0.63123286	0.3853995	0.92458203	0.7393018	0.730945	0.52397136	0.51700282	12.7587618	Train	0
0.01695331	0.91387839	0.26096128	0.4056437	0.69409058	0.86423205	0.34965306	0.76602584	0.30584669	0.11578188	10.7098593	Train	0
0.06964369	0.38854833	0.41791648	0.69468453	0.35085244	0.81526935	0.04833413	0.79536762	0.63243614	0.58581041	9.83391962	Train	0
0.52675822	0.97162142	0.77693117	0.62004797	0.38886841	0.07291177	0.63993303	0.96270457	0.69316939	0.00075665	13.6927501	Train	0
0.89562076	0.35467582	0.39208675	0.55054757	0.72742367	0.13213686	0.40164873	0.95827095	0.5496168	0.42178343	12.6606361	Train	0
0.06060948	0.43767148	0.87467831	0.59257237	0.48877232	0.55117876	0.83222808	0.12115298	0.38153075	0.61517135	9.80622412	Train	2
0.56805092	0.0318679	0.66333373	0.34699542	0.97114556	0.93990657	0.78158812	0.24754771	0.76453793	0.73931735	11.006667	Train	1
0.50769582	0.35033714	0.31801333	0.796691	0.71794295	0.0894305	0.11653555	0.78766798	0.025097	0.13412537	15.9288049	Train	0
0.70250694	0.00830728	0.36857739	0.64168088	0.64574888	0.31247802	0.77489907	0.32959148	0.15154849	0.91281977	9.52510172	Train	0
0.17304908	0.40087487	0.20138938	0.09277263	0.27547262	0.31607905	0.18027545	0.73194616	0.63871311	0.09725413	4.72552556	Train	2
0.38304886	0.35773099	0.15769707	0.13111889	0.39158205	0.50473517	0.10998288	0.11164045	0.77197838	0.28289141	9.48673972	Train	0
0.08633469	0.43547265	0.83465703	0.35813977	0.6314035	0.12297453	0.00348148	0.23351033	0.93348196	0.51200879	8.49148338	Train	0
0.04679325	0.48566234	0.73317122	0.8723604	0.71643503	0.58351332	0.74291199	0.60070831	0.95149141	0.52364321	14.8551317	Train	0
0.72435537	0.51730727	0.71867101	0.55804841	0.79625504	0.33939464	0.58194439	0.46126282	0.71371046	0.13242032	13.2610504	Train	0
0.67580539	0.55198773	0.52927996	0.50525135	0.74260316	0.06007555	0.47643923	0.20897359	0.6486196	0.52245651	13.3825385	Train	0
0.90940303	0.91537383	0.1000529	0.50134798	0.66070673	0.43210224	0.07746479	0.91001928	0.18873284	0.2269714	17.1222376	Train	0
0.19704407	0.5802837	0.66542321	0.99205823	0.59817948	0.69294697	0.22558273	0.31893283	0.83667081	0.84753624	14.3004298	Train	1
0.72172003	0.75916923	0.25302301	0.2026047	0.8577991	0.42100885	0.09410467	0.95370498	0.94921184	0.63492537	10.7307607	Train	0
0.84122524	0.12825909	0.04178837	0.48098052	0.74284832	0.05848861	0.37285939	0.02890072	0.52391165	0.00589103	13.7766551	Train	0
0.08440764	0.62894461	0.45621491	0.3615583	0.33618407	0.97491771	0.77172924	0.95097241	0.87993304	0.21704149	6.36161022	Train	2
0.49615205	0.68068784	0.80464948	0.03343925	0.42168716	0.67797786	0.07009998	0.53283916	0.85121463	0.36340379	8.35393292	Train	0
0.70268208	0.44481828	0.17590875	0.76716726	0.61362769	0.82747871	0.30749776	0.29144348	0.70851068	0.41321097	15.5490356	Train	1
0.19949571	0.69354448	0.18244991	0.47707484	0.31173456	0.82589353	0.61113126	0.45204931	0.37973498	0.70314773	8.69399413	Train	0
0.87427497	0.41524174	0.69090853	0.60060866	0.84971826	0.84937223	0.85086966	0.96753441	0.29221152	0.45348039	11.5997151	Train	0
0.12670375	0.56845999	0.22160973	0.47754292	0.01802582	0.80135729	0.83199379	0.41064428	0.13087619	0.25976965	8.7883706	Train	0
0.0121753	0.81098256	0.70554407	0.63890168	0.52591208	0.3400406	0.7665629	0.91752775	0.23126763	0.09054654	6.78080919	Train	0
0.33319113	0.54939578	0.0031568	0.58626645	0.33896881	0.93005048	0.28456487	0.35184557	0.04933752	0.78897198	13.9097449	Train	0
